song_name,cleaned_artists,popularity
Girls Talk Boys,Music Box Mania,0
Body Say,Demi Lovato,62
NO,Meghan Trainor,67
M.I.L.F. $,Fergie,61
Night's On Fire,David Nail,60
Ophelia,The Lumineers,68
PILLOWTALK,ZAYN,75
T-Shirt,Thomas Rhett,47
Noise,Kenny Chesney,53
Came Here to Forget,Blake Shelton,59
Bored To Death,blink-182,61
oui,Jeremih,72
Wild Things,Alessia Cara,63
The Sound of Silence,Disturbed,72
Still Here,Drake,61
Hype,Drake,60
Flexicution,Logic,65
Really Really,Kevin Gates,68
Try Everything,Shakira,66
Champions,"['Desiigner', 'Yo Gotti', 'Gucci Mane', '2 Chainz', 'Quavo', 'Kanye West', 'Big Sean', 'Travis Scott']",66
Dark Necessities,Red Hot Chili Peppers,71
2 Phones,Kevin Gates,68
Humble And Kind,Tim McGraw,66
What the World Needs Now Is Love,Broadway for Orlando,13
Ain't No Stopping Us Now,Kane Brown,52
Kiss It Better,Rihanna,64
Exchange,Bryson Tiller,76
Somewhere On A Beach,Dierks Bentley,66
Sweatshirt,Jacob Sartorius,50
Faded,Alan Walker,75
My Church,Maren Morris,66
Snapback,Old Dominion,64
Mind Reader,Dustin Lynch,60
Formation,Beyoncé,74
Feel No Ways,Drake,64
Piece by Piece,Kelly Clarkson,57
Moolah,Young Greatness,52
YOUTH,Troye Sivan,67
My Boo,Ghost Town DJ,42
9,Drake,58
One Call Away,Charlie Puth,69
U With Me?,Drake,58
Fire & Desire,Drake,65
Redemption,Drake,62
Stitches,Shawn Mendes,75
Don't,Bryson Tiller,75
Weston Road Flows,Drake,57
Keep The Family Close,Drake,55
Ain't Your Mama,Jennifer Lopez,70
I Like The Sound Of That,Rascal Flatts,53
Confession,Florida Georgia Line,61
Team,Iggy Azalea,60
All Night,Beyoncé,67
Daddy Lessons,Beyoncé,68
Pray You Catch Me,Beyoncé,64
Sandcastles,Beyoncé,64
Love Drought,Beyoncé,63
Summer Sixteen,Drake,51
Purple Rain,Prince,73
When Doves Cry,Prince,68
Little Red Corvette,Prince,53
Kiss,Prince,72
Let's Go Crazy,Prince,60
1999,Prince,66
Raspberry Beret,Prince,67
I Would Die 4 U,Prince,58
Jumpman,BeatRunnaz,2
Back To Sleep,Chris Brown,63
You Should Be Here,Cole Swindell,62
Company,Justin Bieber,69
Acquainted,The Weeknd,68
That Don't Sound Like You,Lee Brice,57
Hands To Myself,Selena Gomez,67
Hello,Adele,69
The Hills,The Weeknd,79
New Romantics,Taylor Swift,57
Drunk on Your Love,Brett Eldredge,63
Little Bit of You,Chase Bryant,55
Might Be,DJ Luke Nasty,53
Pt. 2,Kanye West,64
Jimmy Choo,Fetty Wap,53
Die A Happy Man,Thomas Rhett,61
Nobody To Blame,Chris Stapleton,62
Waves,Kanye West,70
Ultralight Beam,Kanye West,68
Victorious,Panic! At The Disco,67
Hotline Bling,Drake,74
When We Were Young,Adele,70
Best Friend,Young Thug,63
FML,Kanye West,65
Tennessee Whiskey,Chris Stapleton,75
Real Friends,Kanye West,65
Beautiful Drug,Zac Brown Band,60
Heartbeat,Carrie Underwood,57
Feedback,Kanye West,59
What Do You Mean?,Justin Bieber,76
Say It,Tory Lanez,69
White Iverson,Post Malone,78
LIKE I WOULD,ZAYN,61
Stand By You,Rachel Platten,62
With Them,Young Thug,57
Digits,Young Thug,67
Something In The Way You Move,Ellie Goulding,54
Make Me Like You,Gwen Stefani,48
Be Alright,Ariana Grande,69
Hide Away,Daya,62
Here,Alessia Cara,65
Same Old Love,Selena Gomez,65
Ex's & Oh's,Elle King,70
In The Night,The Weeknd,67
Adventure of a Lifetime,Coldplay,73
Backroad Song,Granger Smith,62
Sorry Not Sorry,Bryson Tiller,62
Can't Feel My Face,The Weeknd,77
We Went,Randy Houser,58
Break On Me,Keith Urban,37
Watch Out,2 Chainz,60
Antidote,Travis Scott,73
iT's YoU,ZAYN,59
Perfect,One Direction,70
Til It Happens To You,Lady Gaga,55
Walking On A Dream,Empire of the Sun,70
History,One Direction,71
Wildest Dreams,Taylor Swift,71
Dibs,Kelsea Ballerini,57
Out Of The Woods,Taylor Swift,61
Hollow,"['Tori Kelly', 'Big Sean']",55
Look At My Dab,Migos,42
I Love This Life,LOCASH,59
Break Up In A Small Town,Sam Hunt,67
On My Mind,Ellie Goulding,63
Confident,Demi Lovato,73
Stay A Little Longer,Brothers Osborne,62
All I Ask,Adele,68
Good To Be Alive (Hallelujah),Andy Grammer,58
Irresistible,Fall Out Boy,62
Do It Like Me,DLOW,46
Dessert,Dawin,58
Die a Happy Man,Nelly,48
Whisper,Chase Rice,46
No Role Modelz,J. Cole,79
Again,Fetty Wap,64
Country Nation,Brad Paisley,47
Alive,Sia,62
I Got the Boy,Jana Kramer,53
Mr. Misunderstood,Eric Church,58
Focus,Ariana Grande,63
Gonna Know We Were Here,Jason Aldean,37
Emperor's New Clothes,Panic! At The Disco,70
I'll Show You,Justin Bieber,64
New Americana,Halsey,63
Death of a Bachelor,Panic! At The Disco,73
Right Hand,Drake,61
Come Get Her,Rae Sremmurd,74
Ginza,J Balvin,44
Trap Queen,Fetty Wap,72
Lazarus,David Bowie,56
Space Oddity,David Bowie,43
Blackstar,David Bowie,49
Used To Love You,Gwen Stefani,44
RGF Island,Fetty Wap,58
Top Of The World,Tim McGraw,50
Smoke Break,Carrie Underwood,52
Burning House,Cam,61
Purpose,Justin Bieber,68
Liquor,Chris Brown,56
Stick Talk,Future,61
Zero,Chris Brown,54
Little More (Royalty),Chris Brown,52
Cheerleader,OMI,57
Drag Me Down,One Direction,73
Back To Back,Drake,68
Nothin' Like You,Dan + Shay,65
Strip It Down,Luke Bryan,62
Renegades,X Ambassadors,72
Mark My Words,Justin Bieber,59
Already Callin' You Mine,Parmalee,51
Random,G-Eazy,60
I'm Comin' Over,Chris Young,68
Photograph,Ed Sheeran,82
How Deep Is Your Love,2015 Pop Prince,0
Let Me See Ya Girl,Cole Swindell,60
Remedy,Adele,60
Life Is Worth Living,Justin Bieber,60
Love Myself,Hailee Steinfeld,72
Rich $ex,Future,51
Break Up with Him,Old Dominion,64
Children,Justin Bieber,56
Been You,Justin Bieber,56
If I Could Fly,One Direction,66
Olivia,One Direction,66
Get Used To It,Justin Bieber,54
A.M.,One Direction,63
Temporary Fix,One Direction,57
Trust,Justin Bieber,52
Never Enough,One Direction,59
Shut Up and Dance,WALK THE MOON,78
Thinking out Loud,Ed Sheeran,81
Fight Song,Rachel Platten,77
Writing's On The Wall,Sam Smith,66
Anything Goes,Florida Georgia Line,65
Cool for the Summer,Demi Lovato,69
Comfortable,K CAMP,65
Save It for a Rainy Day,Kenny Chesney,59
Traveller,Chris Stapleton,63
Hold My Hand,Jess Glynne,62
Levels,Nick Jonas,58
Want to Want Me,Jason Derulo,74
Sugar,Maroon 5,77
Used to Love You Sober,Kane Brown,60
Gonna Wanna Tonight,Chase Rice,58
"Flex (Ooh, Ooh, Ooh)",Rich Homie Quan,56
Lose My Mind,Brett Eldredge,50
This Could Be Us,Rae Sremmurd,70
"John Cougar, John Deere, John 3:16",Keith Urban,41
Can't Sleep Love,Pentatonix,59
House Party,Sam Hunt,71
Fly,Maddie & Tae,38
Love Me,The 1975,58
Uma Thurman,Fall Out Boy,68
Buy Me a Boat,Chris Janson,58
Jersey,Future,58
Cecilia And The Satellite,Andrew McMahon in the Wilderness,59
Ghost Town,Adam Lambert,63
Infinity,One Direction,62
Black Magic,Little Mix,75
30 for 30 Freestyle,Drake,52
Kick The Dust Up,Luke Bryan,65
"Honey, I'm Good.",Andy Grammer,69
Crash and Burn,Thomas Rhett,43
Alright,Kendrick Lamar,68
Tell Your Friends,The Weeknd,64
Hell Of A Night,Dustin Lynch,57
She's Kinda Hot,5 Seconds of Summer,65
About You,Trey Songz,54
Real Life,Jake Owen,52
Should’ve Been Us,Tori Kelly,48
Loving You Easy,Zac Brown Band,64
Real Life,The Weeknd,59
Cheyenne,Jason Derulo,54
Shameless,The Weeknd,63
The Night Is Still Young,Nicki Minaj,56
Roots,Imagine Dragons,63
Young & Crazy,Frankie Ballard,56
Jet Black Heart,5 Seconds of Summer,59
Love Me Like You Do,Ellie Goulding,58
Nasty Freestyle,T-Wayne,62
Straight Outta Compton,N.W.A.,68
Boyz-N-The-Hood,Eazy-E,61
Kiss You in the Morning,Michael Ray,51
One Hell Of An Amen,Brantley Gilbert,41
High By The Beach,Lana Del Rey,65
I'm To Blame,Kip Moore,24
Talking Body,Tove Lo,65
Like A Wrecking Ball,Eric Church,61
Wet Dreamz,J. Cole,76
Tonight Looks Good on You,Jason Aldean,36
Fly Away,5 Seconds of Summer,46
If Only,Dove Cameron,64
100 Grandkids,Mac Miller,61
Take Your Time,Sam Hunt,67
Slow Motion,Trey Songz,70
Charged Up,Drake,45
Love You Like That,Canaan Smith,62
Crushin' It,Brad Paisley,54
Girl Crush,Little Big Town,66
Elastic Heart,Sia,69
Shake It Off,Taylor Swift,75
Fire N Gold,Bea Miller,55
Love Me Like You Mean It,Kelsea Ballerini,55
Bright,Echosmith,61
Like I Can,Sam Smith,70
Baby Be My Love Song,Easton Corbin,32
Sippin’ On Fire,Florida Georgia Line,59
Blow a Bag,Future,53
Tear in My Heart,Twenty One Pilots,71
Dance Like We're Making Love,Ciara,53
Style,Taylor Swift,67
Don't It,Billy Currington,63
Little Toy Guns,Carrie Underwood,52
I Really Like You,Carly Rae Jepsen,64
Love Is Your Name,Steven Tyler,40
Smoke,A Thousand Horses,33
Budapest,George Ezra,75
Blank Space,Taylor Swift,76
coffee,Miguel,52
Know Yourself,Drake,65
Dear Future Husband,Meghan Trainor,69
One Last Time,Ariana Grande,79
Energy,Drake,68
Check,Young Thug,63
Lay Me Down,"['John Legend', 'Sam Smith']",75
Sparks,Hilary Duff,44
Believe,Mumford & Sons,59
Flicka Da Wrist,Chedda Da Connect,43
Time Of Our Lives,2015 Global Pop,0
Chains,Nick Jonas,51
L$D,A$AP Rocky,72
Phenomenal,Eminem,59
"Ulay, Oh",How I Became the Bomb,37
All About That Bass,Meghan Trainor,67
Homegrown,Zac Brown Band,68
Heartbeat Song,Kelly Clarkson,65
I Bet,Ciara,55
King Kunta,Kendrick Lamar,71
Take Me To Church,Hozier,77
She Don't Love You,Eric Paslay,55
Games,Luke Bryan,54
I'm Not The Only One,Sam Smith,80
A Guy Walks Into a Bar,Tyler Farr,57
Geronimo,Sheppard,62
Say You Do,Dierks Bentley,54
Nothing Without Love,Nate Ruess,49
Beautiful Life,Nick Fradiani,36
Lips Are Movin,Meghan Trainor,65
Ain't Worth the Whiskey,Cole Swindell,60
Nobody Love,Tori Kelly,44
American Oxygen,Rihanna,58
10 Bands,Drake,63
Centuries,Fall Out Boy,77
Infinity,Mariah Carey,41
Legend,Drake,67
Hallelujah,Panic! At The Disco,64
Riptide,Vance Joy,76
Drinking Class,Lee Brice,64
Little Red Wagon,Miranda Lambert,54
Jealous,Nick Jonas,64
Stay With Me,Sam Smith,81
Lonely Eyes,Chris Young,58
Bills,LunchMoney Lewis,60
Homegrown Honey,Darius Rucker,54
Immortals,Fall Out Boy,71
Goodbye,Who Is Fancy,51
Animals,Maroon 5,71
Night Changes,One Direction,73
I Bet My Life,Imagine Dragons,60
CoCo,O.T. Genasis,62
Apparently,J. Cole,66
I See You,Luke Bryan,56
Failure,Breaking Benjamin,60
Just Gettin' Started,Jason Aldean,32
Make Me Wanna,Thomas Rhett,29
Chandelier,Sia,76
No Type,Rae Sremmurd,72
The Blacker The Berry,Kendrick Lamar,58
Mean to Me,Brett Eldredge,58
Fairly Local,Twenty One Pilots,67
The Heart Wants What It Wants,Selena Gomez,70
I Lived,OneRepublic,62
Ghost,Ella Henderson,64
Masterpiece,Jessie J,61
What We Ain't Got,Jake Owen,47
Like a Cowboy,Randy Houser,54
Talladega,Eric Church,65
Sledgehammer,Fifth Harmony,63
Try Me,DeJ Loaf,54
Bang Bang,Death Blossoms,1
First Kiss,Kid Rock,52
Often,The Weeknd,72
You Are In Love,Taylor Swift,53
No Tellin',Drake,60
Habits (Stay High),Tove Lo,66
Wonderland,Taylor Swift,54
6 God,Drake,61
Take it On Back,Chase Bryant,50
What Kind Of Man,Florence + The Machine,56
Shots,Imagine Dragons,54
Now & Forever,Drake,56
6 Man,Drake,58
Don't,Ed Sheeran,72
Something in the Water,Carrie Underwood,56
Shotgun Rider,Tim McGraw,41
I Put A Spell On You,Annie Lennox,54
Waves,Mr. Probz,56
A Little Too Much,Shawn Mendes,67
God Made Girls,RaeLynn,53
Rude,MAGIC!,75
Til It's Gone,Kenny Chesney,51
Can't Stop Dancin',Becky G,54
Perfect Storm,Brad Paisley,53
Steal My Girl,One Direction,70
No Love,"['Nicki Minaj', 'August Alsina']",62
Stolen Dance,Milky Chance,74
Somewhere In My Car,Keith Urban,36
Close Your Eyes,Parmalee,50
Best Friends,Sophia Grace,24
Blank Space,I Prevail,61
Trumpets,Jason Derulo,65
Anaconda,Nicki Minaj,63
Try,Colbie Caillat,57
Something Big,Shawn Mendes,59
In Your Arms,Nico & Vinz,54
Yellow Flicker Beat,Lorde,60
Santa Tell Me,Ariana Grande,58
Break the Rules,Charli XCX,55
Title,Meghan Trainor,54
Wasted Love,Matt McAndrew,36
My Baby’s Got A Smile On Her Face,Craig Wayne Boyd,19
Girl In A Country Song,Maddie & Tae,42
Cool Kids,Echosmith,68
Make It Rain,Ed Sheeran,55
No Flex Zone,Rae Sremmurd,60
Have Yourself A Merry Little Christmas,Sam Smith,49
Come Join The Murder,2014 Golden Cove,4
0 To 100 / The Catch Up,Drake,69
Burnin' It Down,Jason Aldean,43
Look at You,Big & Rich,49
Day Drinking,Little Big Town,58
Feelin’ It,Scotty McCreery,54
i,Kendrick Lamar,62
This Is How We Do,Katy Perry,63
Baby Don't Lie,Gwen Stefani,49
Roller Coaster,Luke Bryan,58
All of Me,John Legend,83
Boom Clap,Charli XCX,61
Sunshine & Whiskey,Frankie Ballard,66
Dirt,Florida Georgia Line,62
Good Girls,5 Seconds of Summer,54
Stockholm Syndrome,One Direction,62
Am I Wrong,Nico & Vinz,70
Maps,Maroon 5,73
Leave The Night On,Sam Hunt,64
Amnesia,5 Seconds of Summer,65
18,One Direction,68
Where Do Broken Hearts Go,One Direction,62
Handsome And Wealthy,Migos,58
Bobby Bitch,Bobby Shmurda,57
Superheroes,The Script,72
Ready to Run,One Direction,59
Welcome To New York,Taylor Swift,60
I Won't Let You Down,OK Go,49
American Kids,Kenny Chesney,69
Hope You Get Lonely Tonight,Cole Swindell,54
A Sky Full of Stars,Coldplay,75
Hideaway,Kiesza,63
Fight Night,Migos,68
Ready Set Roll,Chase Rice,60
Shower,Becky G,72
V. 3005,Childish Gambino,45
I'm Not Gonna Miss You,Glen Campbell,28
BO$$,Fifth Harmony,64
The Days,Avicii,65
Errrbody,Yo Gotti,49
Later On,The Swon Brothers,41
Counting Stars,OneRepublic,77
Bartender,Lady Antebellum,60
Bumpin' The Night,Florida Georgia Line,47
Drunk On A Plane,Dierks Bentley,68
Angel in Blue Jeans,Train,55
Left Hand Free,alt-J,62
Love Runs Out,OneRepublic,63
Pills N Potions,Nicki Minaj,58
Dust,Eli Young Band,30
Foreign,Trey Songz,52
Summer,Calvin Harris,79
Two Night Town,Jason Aldean,24
Work,Iggy Azalea,54
Love Never Felt So Good,Out Trax,0
Cold One,Eric Church,53
Sweet Little Somethin',Jason Aldean,28
Good Kisser,Usher,49
Turn Down for What,DJ L Club,9
Yeah,Joe Nichols,59
It Was Always You,Maroon 5,51
I Will Never Let You Down,Rita Ora,65
River Bank,Brad Paisley,52
We Dem Boyz,Wiz Khalifa,66
I Don't Dance,Lee Brice,67
We Are Tonight,Billy Currington,26
Who I Am With You,Chris Young,57
Come Get It Bae,Pharrell Williams,57
Come with Me Now,KONGOS,67
Girls Chase Boys,Ingrid Michaelson,58
Sing,Ed Sheeran,69
Dare (La La La),Shakira,44
Classic,MKTO,59
Pompeii,Bastille,69
She Looks So Perfect,5 Seconds of Summer,67
I'm Ready,AJR,61
Ain't It Fun,Paramore,71
Me And My Broken Heart,Rixton,72
Wild Life,Jack & Jack,48
Birthday,Katy Perry,62
Song About a Girl,Eric Paslay,17
Na Na,Trey Songz,62
Chasing the Sun,Hilary Duff,37
Not a Bad Thing,Justin Timberlake,55
Play It Again,Luke Bryan,73
Tennis Court,Lorde,65
Word Crimes,"""Weird Al"" Yankovic",48
Happy Little Pill,Troye Sivan,57
Whiskey in My Water,Tyler Farr,55
Everything I Didn't Say,5 Seconds of Summer,46
Best Day Of My Life,American Authors,75
You & I (Nobody in the World),John Legend,63
She Twerkin,Ca$h Out,46
I Got A Car,George Strait,56
Chainsaw,The Band Perry,30
Lettin' The Night Roll,Justin Moore,26
Life Of The Party,Shawn Mendes,70
Keep Them Kisses Comin',Craig Campbell,49
First Love,Jennifer Lopez,47
Get Her Back,Robin Thicke,43
You & I,One Direction,70
Automatic,Miranda Lambert,52
Kiss Me Kiss Me,5 Seconds of Summer,48
Afire Love,Ed Sheeran,61
Demons,Imagine Dragons,76
Beat of the Music,Brett Eldredge,62
The Worst,Jhene Aiko,67
human,Christina Perri,67
On Top Of The World,Imagine Dragons,70
West Coast,Lana Del Rey,65
Team,Lorde,70
Empire,Shakira,48
Sleeping With A Friend,Neon Trees,44
I Choose You,Sara Bareilles,65
Bottoms Up,Brantley Gilbert,50
Story of My Life,One Direction,77
Ultraviolence,Lana Del Rey,62
Red Lights,Tiësto,67
Magic,Coldplay,71
Raging Fire,Phillip Phillips,53
Partition,Beyoncé,68
Rewind,Rascal Flatts,38
Shades Of Cool,Lana Del Rey,62
Cop Car,Keith Urban,40
XO,John Mayer,71
Don't Stop,5 Seconds of Summer,56
Billie Jean,Michael Jackson,79
Slave to the Rhythm,Michael Jackson,50
Let Her Go,Passenger,74
Get Me Some of That,Thomas Rhett,29
Give Me Back My Hometown,Eric Church,58
Leave Your Lover,Sam Smith,65
Stoner,Young Thug,51
Midnight,Coldplay,62
Drink to That All Night,Jerrod Niemann,61
The Walker,Fitz and The Tantrums,54
Fever,The Black Keys,59
One,Ed Sheeran,64
Wake up Lovin' You,Craig Morgan,50
The Man,Aloe Blacc,58
Burn,Ellie Goulding,68
Hey Brother,Avicii,75
Animals,Martin Garrix,62
Neon Lights,Demi Lovato,61
Invisible,Hunter Hayes,38
17 Again,Brantley Gilbert,21
#SELFIE,The Chainsmokers,62
Man Of The Year,ScHoolboy Q,68
Say Something,"['A Great Big World', 'Christina Aguilera']",21
Royals,Lorde,75
My Baby's Guns N' Roses,Brantley Gilbert,26
19 You + Me,Dan + Shay,62
For the First Time in Forever,Pop Beatz,0
The Big Bang,Katy Tiz,37
Radioactive,Imagine Dragons,75
Hello Kitty,Avril Lavigne,56
Goodnight Kiss,Randy Houser,50
I Hold On,Dierks Bentley,59
Do I Wanna Know?,Arctic Monkeys,80
Helluva Life,Frankie Ballard,56
Oceans (Where Feet May Fail),Hillsong UNITED,66
Ride,SoMo,59
Slow Me Down,Sara Evans,40
Let It Go,Midnite String Quartet,1
When She Says Baby,Jason Aldean,38
Lookin' For That Girl,Tim McGraw,25
Adore You,Miley Cyrus,69
Bad Blood,Bastille,46
Roar,Katy Perry,75
Beating Heart,Ellie Goulding,51
Young Girls,Bruno Mars,64
Everything I Shouldn't Be Thinking About,Thompson Square,44
Brave,Sara Bareilles,68
Wrecking Ball,Miley Cyrus,73
G.U.Y.,Lady Gaga,61
See You Tonight,Scotty McCreery,56
Drink A Beer,Luke Bryan,63
Compass,Lady Antebellum,50
Love Me Again,John Newman,69
Can't Raise a Man,K. Michelle,48
We Might Be Dead By Tomorrow,Soko,52
Sail,AWOLNATION,71
The Language,Drake,50
Ordinary Love,U2,57
Glory And Gore,Lorde,59
They Don't Know,Rico Love,19
Unconditionally,Katy Perry,71
Waiting for Superman,Daughtry,56
Chocolate,The 1975,65
Chillin' It,Cole Swindell,61
Rap God,Eminem,75
Love Don't Die,The Fray,53
Stay,Florida Georgia Line,44
The Heart Of Dixie,Danielle Bradbery,35
Friday Night,Eric Paslay,60
Safe And Sound,Capital Cities,74
Sweater Weather,The Neighbourhood,76
Whatever She's Got,David Nail,36
XO,Beyoncé,63
Worst Behavior,Drake,54
You're Mine (Eternal),Mariah Carey,35
Explosions,Ellie Goulding,40
Midnight Memories,One Direction,63
Sweet Annie,Zac Brown Band,56
Up All Night,Jon Pardi,59
Follow Your Arrow,Kacey Musgraves,63
A Man Who Was Gonna Die Young,Eric Church,46
Don’t Let Me Be Lonely,The Band Perry,30
We Were Us,Chart Stormers,0
Carolina,Parmalee,56
Radio,Darius Rucker,47
Marry Me,Jason Derulo,59
Applause,Lady Gaga,68
Wasting All These Tears,Cassadee Pope,39
Drunk Last Night,Eli Young Band,37
How I Feel,Flo Rida,49
Alone Together,Fall Out Boy,59
All That Matters,Justin Bieber,61
Replay,Zendaya,66
Survival,Eminem,65
Berzerk,Eminem,66
You Sound Good to Me,Lucy Hale,36
TKO,Justin Timberlake,55
Sunny and 75,Joe Nichols,57
That's My Kind Of Night,Luke Bryan,68
Perfume,Britney Spears,49
Honest,Future,50
Best Song Ever,One Direction,69
Heart Attack,Enrique Iglesias,24
Gorilla,Bruno Mars,65
Bound 2,Kanye West,67
Little Drummer Boy,Pentatonix,44
Slow Down,Selena Gomez,59
Underneath the Tree,Kelly Clarkson,43
Cannonball,Lea Michele,42
What Now,Rihanna,60
Change Me,Justin Bieber,45
Southern Girl,Tim McGraw,37
I. Crawl,Childish Gambino,33
The Outsiders,Eric Church,53
All the Way Home,Tamar Braxton,50
Days of Gold,Jake Owen,45
We Can't Stop,Miley Cyrus,76
Roller Coaster,Justin Bieber,51
Mirrors,Justin Timberlake,74
Red,Taylor Swift,62
Red Nose,Sage The Gemini,61
Type of Way,Rich Homie Quan,55
Aw Naw,Chris Young,60
Diana,One Direction,60
Still into You,Paramore,72
Only Time,Enya,67
Tom Ford,Pop Legends,5
Strong,One Direction,62
Hallelujah,Pop Beatz,0
Last Christmas,Ariana Grande,48
Livin' On A Prayer,Bon Jovi,81
All Bad,Justin Bieber,46
Dope,Lady Gaga,48
Night Train,Jason Aldean,48
Darte un Beso,Prince Royce,67
Propuesta Indecente,Romeo Santos,72
It Goes Like This,Thomas Rhett,33
Get Me Bodied,Beyoncé,49
Bad Day,Justin Bieber,48
A Case of You,Chart Stormers,0
All Kinds of Kinds,Miranda Lambert,39
Venus,Lady Gaga,58
Recovery,Justin Bieber,48
V.S.O.P.,K. Michelle,35
Closer,Tegan and Sara,59
Hold Tight,Justin Bieber,54
Sweeter Than Fiction,Pop Legends,0
Wait for a Minute,Pop Beatz,0
Best I Ever Had,Gavin DeGraw,52
Round Here,Florida Georgia Line,49
Miss Movin' On,Fifth Harmony,59
Treasure,Bruno Mars,73
Heartbreaker,Justin Bieber,57
Hey Girl,Billy Currington,29
Love Somebody,Maroon 5,60
Redneck Crazy,Tyler Farr,59
Sirens,Pearl Jam,60
Drive,Miley Cyrus,53
Someone Else,Miley Cyrus,56
Outta My Head,Craig Campbell,46
Walking On Air,Katy Perry,52
Take Back the Night,Justin Timberlake,52
Furthest Thing,Drake,52
Little Bit Of Everything,Keith Urban,33
Don't Ya,Brett Eldredge,59
"Gone, Gone, Gone",Phillip Phillips,58
Wu-Tang Forever,Drake,51
Too Much,"['Sampha', 'Drake']",55
Own It,Drake,51
Tuscan Leather,Drake,48
Young And Beautiful,Lana Del Rey,74
Come Thru,Drake,53
American Girl,Bonnie McKee,46
Runnin' Outta Moonlight,Randy Houser,66
All Over The Road,Easton Corbin,61
Monster,Imagine Dragons,61
You Make Me,Avicii,65
Could It Be,Charlie Worsham,35
Baby I,Ariana Grande,58
Atlas,The Electric Chillout Orchestra,2
Easy,Sheryl Crow,40
See You Again,Carrie Underwood,51
Ain't Worried About Nothin,French Montana,39
Reflektor,Arcade Fire,54
Vivir Mi Vida,Marc Anthony,73
Come & Get It,Selena Gomez,66
The Other Side,Jason Derulo,57
Body Party,Ciara,62
Turn The Night Up,Enrique Iglesias,15
Almost Is Never Enough,Chart Stormers,0
Goodbye Town,Lady Antebellum,40
When I See This Bar,Kenny Chesney,48
Versace,Migos,49
Crash My Party,Luke Bryan,60
How Many Drinks?,Miguel,49
Hail to the King,Avenged Sevenfold,73
Blood On The Leaves,Kanye West,64
Rock N Roll,Avril Lavigne,58
Acapella,Karmin,62
Wildfire,John Mayer,63
Helluva Night,Ludacris,31
When I Was Your Man,Bruno Mars,79
This Is Gospel,Panic! At The Disco,71
We Own The Night,The Wanted,52
Your Side Of The Bed,Little Big Town,45
Ho Hey,The Lumineers,71
Hopeless Wanderer,Mumford & Sons,51
Made In The USA,Demi Lovato,57
What About Love,Austin Mahone,47
Chloe (You're the One I Want),Emblem3,50
My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,68
Wagon Wheel,Darius Rucker,74
Hey Pretty Girl,Kip Moore,24
Anywhere With You,Jake Owen,57
Jump Right In,Zac Brown Band,57
DONE.,The Band Perry,37
Beat This Summer,Brad Paisley,33
Ooh La La,Rina Johnson,0
People Like Us,Kelly Clarkson,40
Here's to Never Growing Up,Avril Lavigne,66
Fine China,Chris Brown,59
"Bitch, Don’t Kill My Vibe",Kendrick Lamar,64
Heart Attack,Demi Lovato,72
22,Taylor Swift,67
Lego House,Ed Sheeran,70
Black Skinhead,Kanye West,72
Started From the Bottom,Drake,64
